Gmt time,Ask,Bid,AskVolume,BidVolume
2021-08-26 00:09:09,4495.258,4494.536,2249.9999,2249.9999
2021-08-26 00:09:12,4494.9565,4494.245000000001,4499.9998,5389.9998
2021-08-26 00:09:13,4495.109,4494.545,2709.9999,4499.9998
2021-08-26 00:09:28,4494.9310000000005,4494.2345000000005,4499.9998,5389.9998
2021-08-26 00:09:35,4495.060666666667,4494.446,4959.9998,7639.999699999999
2021-08-26 00:09:36,4494.961,4494.233,2249.9999,2249.9999
2021-08-26 00:10:22,4494.7235,4494.036,4499.9998,5389.9998
2021-08-26 00:10:34,4494.8476666666675,4494.175833333334,9919.9996,14389.999399999997
2021-08-26 00:10:35,4494.758,4494.069,4499.9998,5389.9998
2021-08-26 00:10:40,4494.8544999999995,4494.19875,5419.9998,8999.9996
2021-08-26 00:10:47,4495.249000000001,4494.542,2249.9999,2249.9999
2021-08-26 00:11:01,4495.461,4494.754,2249.9999,2249.9999
2021-08-26 00:11:38,4495.225,4494.5405,4499.9998,5389.9998
2021-08-26 00:12:26,4494.946,4494.248,2249.9999,2249.9999
2021-08-26 00:12:44,4494.7475,4494.045,4499.9998,5389.9998
2021-08-26 00:12:48,4494.946,4494.236,2249.9999,2249.9999
2021-08-26 00:13:02,4494.726500000001,4494.0435,4499.9998,5389.9998
2021-08-26 00:13:05,4494.8634999999995,4494.245,2709.9999,4499.9998
2021-08-26 00:13:28,4494.886333333333,4494.171333333333,6749.999699999999,7639.999699999999
2021-08-26 00:13:54,4495.106,4494.542,2709.9999,4499.9998
2021-08-26 00:13:56,4494.9535,4494.245,4499.9998,5389.9998
2021-08-26 00:14:01,4495.017,4494.395,7209.999699999999,9889.9996
2021-08-26 00:14:02,4495.055666666667,4494.44,4959.9998,6749.999699999999
2021-08-26 00:14:03,4495.111999999999,4494.539000000001,2709.9999,4499.9998
2021-08-26 00:14:04,4495.175,4494.4905,4499.9998,4499.9998
2021-08-26 00:14:05,4494.959500000001,4494.246499999999,4499.9998,5389.9998
2021-08-26 00:14:31,4494.8035,4494.0912499999995,8999.9996,10779.9996
2021-08-26 00:14:32,4494.8075,4494.139,2709.9999,4499.9998
2021-08-26 00:14:33,4494.785250000001,4494.06625,8999.9996,10779.9996
2021-08-26 00:14:34,4494.782,4494.0826,9459.9996,12139.999499999998
2021-08-26 00:14:35,4494.8462500000005,4494.207,5419.9998,8999.9996
2021-08-26 00:14:41,4494.758,4494.0765,4499.9998,5389.9998
2021-08-26 00:15:24,4494.467000000001,4493.751,4499.9998,5389.9998
2021-08-26 00:15:25,4494.568,4493.9405,2709.9999,4499.9998
2021-08-26 00:15:26,4494.595333333334,4493.915166666667,11709.999499999998,15279.999399999997
2021-08-26 00:15:34,4494.261,4493.536,4499.9998,5389.9998
2021-08-26 00:15:38,4494.306,4493.642,2709.9999,4499.9998
2021-08-26 00:15:39,4494.255,4493.5419999999995,4499.9998,5389.9998
2021-08-26 00:15:46,4494.3545,4493.7435000000005,2709.9999,4499.9998
2021-08-26 00:15:49,4494.767,4494.051,2249.9999,2249.9999
2021-08-26 00:15:51,4494.455,4493.733,2249.9999,2249.9999
2021-08-26 00:15:53,4494.579,4494.045,2709.9999,4499.9998
2021-08-26 00:15:55,4494.853000000001,4494.242,2709.9999,4499.9998
2021-08-26 00:16:31,4494.7505,4494.054,4499.9998,5389.9998
2021-08-26 00:16:32,4494.807500000001,4494.136,2709.9999,4499.9998
2021-08-26 00:16:33,4494.906,4494.245,2709.9999,4499.9998
2021-08-26 00:16:34,4494.755,4494.048000000001,4499.9998,5389.9998
2021-08-26 00:17:07,4494.4235,4493.7495,4499.9998,5389.9998
2021-08-26 00:17:08,4494.5805,4494.0435,2709.9999,4499.9998
2021-08-26 00:17:10,4494.681600000001,4493.9752,11249.999499999998,13029.999499999998
2021-08-26 00:17:12,4494.701,4494.099,2249.9999,2249.9999
2021-08-26 00:17:40,4494.833714285714,4494.161285714285,13959.999399999997,17529.999299999996
2021-08-26 00:17:44,4494.8575,4494.245,2709.9999,4499.9998
2021-08-26 00:17:45,4494.79525,4494.0935,8999.9996,10779.9996
2021-08-26 00:17:51,4494.8605,4494.21075,5419.9998,8999.9996
2021-08-26 00:17:53,4494.753500000001,4494.048000000001,4499.9998,5389.9998
2021-08-26 00:17:54,4494.763,4494.2390000000005,460.0,2249.9999
2021-08-26 00:17:55,4494.967000000001,4494.233,2249.9999,2249.9999
2021-08-26 00:17:56,4494.8475,4494.1435,4499.9998,5389.9998
2021-08-26 00:17:57,4494.915000000001,4494.242,2709.9999,4499.9998
2021-08-26 00:18:01,4494.8565,4494.146500000001,4499.9998,5389.9998
2021-08-26 00:18:03,4494.7565,4494.0435,4499.9998,5389.9998
2021-08-26 00:18:28,4494.955,4494.242,2249.9999,2249.9999
2021-08-26 00:18:43,4494.855,4494.175,4499.9998,5389.9998
2021-08-26 00:18:45,4494.725,4494.045,4499.9998,5389.9998
2021-08-26 00:19:08,4494.52975,4493.90325,7209.999699999999,9889.9996
2021-08-26 00:19:14,4494.461,4493.736,2249.9999,2249.9999
2021-08-26 00:19:59,4494.606,4494.0435,2709.9999,4499.9998
2021-08-26 00:20:00,4494.432,4493.892,2709.9999,4499.9998
2021-08-26 00:20:01,4494.701,4494.042,2249.9999,2249.9999
2021-08-26 00:20:06,4494.85,4494.2435000000005,2709.9999,4499.9998
2021-08-26 00:20:07,4494.7765,4494.088833333334,11709.999499999998,15279.999399999997
2021-08-26 00:20:09,4494.84125,4494.20925,7209.999699999999,9889.9996
2021-08-26 00:20:10,4494.767,4494.045,4499.9998,5389.9998
2021-08-26 00:20:15,4494.452,4493.739,4499.9998,5389.9998
2021-08-26 00:20:22,4494.394333333334,4493.681333333333,6749.999699999999,7639.999699999999
2021-08-26 00:20:23,4494.301,4493.645,2249.9999,3139.9999
2021-08-26 00:20:24,4494.3796,4493.6838,9459.9996,12139.999499999998
2021-08-26 00:20:25,4494.2625,4493.536,4499.9998,5389.9998
2021-08-26 00:20:33,4494.3075,4493.646500000001,2709.9999,4499.9998
2021-08-26 00:20:34,4494.404500000001,4493.736,2709.9999,4499.9998
2021-08-26 00:20:35,4494.349,4493.645,2249.9999,3139.9999
2021-08-26 00:20:36,4494.3859999999995,4493.706666666668,4959.9998,6749.999699999999
2021-08-26 00:20:37,4494.358,4493.6435,4499.9998,5389.9998
2021-08-26 00:20:38,4494.225,4493.5435,4499.9998,5389.9998
2021-08-26 00:20:40,4494.35675,4493.70775,5419.9998,8999.9996
2021-08-26 00:20:48,4494.6044999999995,4494.0509999999995,2709.9999,4499.9998
2021-08-26 00:20:50,4494.4535,4493.7675,4499.9998,5389.9998
2021-08-26 00:20:51,4494.761,4494.045,2249.9999,2249.9999
2021-08-26 00:20:53,4494.6595,4493.9465,4499.9998,5389.9998
2021-08-26 00:20:54,4494.700000000001,4494.0675,2709.9999,4499.9998
2021-08-26 00:21:01,4494.4565,4493.742,4499.9998,5389.9998
2021-08-26 00:21:31,4494.249000000001,4493.536,2249.9999,2249.9999
2021-08-26 00:22:27,4493.925,4493.2375,4499.9998,5389.9998
2021-08-26 00:22:31,4494.101500000001,4493.5375,2709.9999,4499.9998
2021-08-26 00:22:32,4493.961,4493.254,2249.9999,2249.9999
2021-08-26 00:22:53,4493.318666666667,4492.608666666667,6749.999699999999,7639.999699999999
2021-08-26 00:23:02,4492.955,4492.2495,4499.9998,5389.9998
2021-08-26 00:23:18,4493.079,4492.5735,2709.9999,4499.9998
2021-08-26 00:23:20,4493.035,4492.398,7209.999699999999,9889.9996
2021-08-26 00:23:21,4492.9595,4492.272,4499.9998,5389.9998
2021-08-26 00:23:22,4493.1,4492.5495,2709.9999,4499.9998
2021-08-26 00:23:25,4492.9625,4492.2435000000005,4499.9998,5389.9998
2021-08-26 00:23:27,4493.101500000001,4492.545,2709.9999,4499.9998
2021-08-26 00:23:52,4492.967000000001,4492.239,4499.9998,5389.9998
2021-08-26 00:24:00,4492.701,4492.039000000001,2249.9999,3139.9999
2021-08-26 00:24:01,4492.761,4492.033,2249.9999,2249.9999
2021-08-26 00:24:16,4492.4565,4491.736000000001,4499.9998,5389.9998
2021-08-26 00:24:35,4492.746,4492.099,2249.9999,2249.9999
2021-08-26 00:24:38,4492.461,4491.7390000000005,2249.9999,2249.9999
2021-08-26 00:25:01,4492.606,4492.045,2709.9999,4499.9998
2021-08-26 00:25:02,4492.460999999999,4491.7375,4499.9998,5389.9998
2021-08-26 00:25:17,4492.612,4492.0465,2709.9999,4499.9998
2021-08-26 00:25:25,4492.851500000001,4492.233,2709.9999,4499.9998
2021-08-26 00:25:27,4492.7595,4492.0435,4499.9998,5389.9998
2021-08-26 00:25:28,4492.7744999999995,4492.1675000000005,2709.9999,4499.9998
2021-08-26 00:25:29,4492.755,4492.066000000001,4499.9998,5389.9998
2021-08-26 00:25:37,4492.5675,4491.906166666667,11709.999499999998,15279.999399999997
2021-08-26 00:25:38,4492.712,4492.0435,2709.9999,4499.9998
2021-08-26 00:25:39,4492.4325,4491.7390000000005,4499.9998,5389.9998
2021-08-26 00:25:46,4492.261,4491.542,2249.9999,2249.9999
2021-08-26 00:25:50,4491.925,4491.2465,4499.9998,5389.9998
2021-08-26 00:25:51,4491.846,4491.136,2249.9999,2249.9999
2021-08-26 00:25:52,4491.768,4491.133666666667,4959.9998,6749.999699999999
2021-08-26 00:25:53,4491.77,4491.111500000001,7209.999699999999,9889.9996
2021-08-26 00:25:54,4491.818333333333,4491.177333333334,4959.9998,6749.999699999999
2021-08-26 00:25:55,4491.816625,4491.146125,14419.999399999997,19779.999199999995
2021-08-26 00:25:56,4491.761,4491.0765,4499.9998,5389.9998
2021-08-26 00:25:58,4492.0015,4491.572,2709.9999,4499.9998
2021-08-26 00:25:59,4492.01775,4491.38525,7209.999699999999,9889.9996
2021-08-26 00:26:02,4491.9295,4491.2675,4499.9998,5389.9998
2021-08-26 00:26:07,4492.079,4491.542,2709.9999,4499.9998
2021-08-26 00:26:10,4491.952,4491.254,4499.9998,5389.9998
2021-08-26 00:26:15,4492.109,4491.542,2709.9999,4499.9998
2021-08-26 00:26:16,4492.125,4491.4465,4499.9998,5389.9998
2021-08-26 00:26:17,4492.177500000001,4491.519166666667,9919.9996,14389.999399999997
2021-08-26 00:26:18,4491.9490000000005,4491.2435000000005,4499.9998,5389.9998
2021-08-26 00:26:22,4491.96,4491.542,460.0,2249.9999
2021-08-26 00:26:23,4492.258,4491.599,2249.9999,2249.9999
2021-08-26 00:26:30,4492.177500000001,4491.5107499999995,7209.999699999999,9889.9996
2021-08-26 00:26:35,4492.353000000001,4491.7765,2709.9999,4499.9998
2021-08-26 00:26:40,4492.2325,4491.5465,4499.9998,5389.9998
2021-08-26 00:26:48,4492.356,4491.7495,2709.9999,4499.9998
2021-08-26 00:27:01,4492.2235,4491.575000000001,4499.9998,5389.9998
2021-08-26 00:27:13,4492.2744999999995,4491.6404999999995,2709.9999,4499.9998
2021-08-26 00:27:14,4492.252,4491.5465,4499.9998,5389.9998
2021-08-26 00:27:17,4492.325333333333,4491.677333333334,4959.9998,6749.999699999999
2021-08-26 00:27:19,4492.3634999999995,4491.746499999999,2709.9999,4499.9998
2021-08-26 00:27:20,4492.38125,4491.71075,7209.999699999999,9889.9996
2021-08-26 00:27:37,4492.29225,4491.606250000001,8999.9996,10779.9996
2021-08-26 00:27:41,4492.3545,4491.746499999999,2709.9999,4499.9998
2021-08-26 00:27:44,4492.6,4492.0435,2709.9999,4499.9998
2021-08-26 00:27:45,4492.425,4491.745000000001,4499.9998,5389.9998
2021-08-26 00:27:46,4492.617,4492.01,7209.999699999999,9889.9996
2021-08-26 00:27:47,4492.7045,4492.0509999999995,2709.9999,4499.9998
2021-08-26 00:27:57,4492.820833333333,4492.185833333333,9919.9996,14389.999399999997
2021-08-26 00:28:20,4493.082,4492.5495,2709.9999,4499.9998
2021-08-26 00:28:21,4492.955,4492.233,4499.9998,5389.9998
2021-08-26 00:28:49,4493.1045,4492.5495,2709.9999,4499.9998
2021-08-26 00:28:51,4492.9595,4492.245000000001,4499.9998,5389.9998
2021-08-26 00:28:56,4493.068,4492.467500000001,2709.9999,4499.9998
2021-08-26 00:28:58,4492.946,4492.2525000000005,4499.9998,5389.9998
2021-08-26 00:29:19,4493.1075,4492.5375,2709.9999,4499.9998
2021-08-26 00:29:53,4493.0085,4492.351000000001,7209.999699999999,9889.9996
2021-08-26 00:29:54,4493.206,4492.539000000001,2709.9999,4499.9998
2021-08-26 00:30:02,4492.950500000001,4492.2435000000005,4499.9998,5389.9998
2021-08-26 00:30:03,4493.110777777778,4492.454777777778,16669.999299999996,22029.999099999994
2021-08-26 00:30:07,4492.9265,4492.2405,4499.9998,5389.9998
2021-08-26 00:30:28,4492.755,4492.0675,4499.9998,5389.9998
2021-08-26 00:30:31,4492.50475,4491.842000000001,7209.999699999999,9889.9996
2021-08-26 00:30:34,4492.66475,4491.989750000001,7209.999699999999,9889.9996
2021-08-26 00:30:35,4492.4655,4491.739,4499.9998,5389.9998
2021-08-26 00:30:39,4492.610500000001,4492.069,2709.9999,4499.9998
2021-08-26 00:30:43,4492.655,4491.939,2249.9999,2249.9999
2021-08-26 00:30:44,4492.7045,4492.042,2709.9999,4499.9998
2021-08-26 00:30:56,4492.9490000000005,4492.299,2249.9999,2249.9999
2021-08-26 00:31:00,4492.775000000001,4492.074333333333,11709.999499999998,15279.999399999997
2021-08-26 00:31:17,4492.902,4492.190500000001,4499.9998,4499.9998
2021-08-26 00:31:18,4492.726500000001,4492.0495,4499.9998,5389.9998
2021-08-26 00:31:20,4492.78275,4492.0965,7209.999699999999,9889.9996
2021-08-26 00:31:22,4492.862,4492.236000000001,2709.9999,4499.9998
2021-08-26 00:31:38,4493.110500000001,4492.539000000001,2709.9999,4499.9998
2021-08-26 00:32:02,4493.3575,4492.748,2709.9999,4499.9998
2021-08-26 00:32:11,4493.262500000001,4492.539000000001,4499.9998,5389.9998
2021-08-26 00:32:12,4493.455,4492.733,2249.9999,2249.9999
2021-08-26 00:32:13,4493.255,4492.539000000001,2249.9999,2249.9999
2021-08-26 00:32:51,4493.351500000001,4492.733,2709.9999,4499.9998
2021-08-26 00:32:52,4493.308,4492.6565,11709.999499999998,15279.999399999997
2021-08-26 00:33:27,4493.37975,4492.692000000001,7209.999699999999,9889.9996
2021-08-26 00:33:50,4493.609,4493.036,2709.9999,4499.9998
2021-08-26 00:34:15,4493.8575,4493.239,2709.9999,4499.9998
2021-08-26 00:34:27,4493.749,4493.0495,4499.9998,5389.9998
2021-08-26 00:34:28,4493.946,4493.233,2249.9999,2249.9999
2021-08-26 00:35:11,4493.7565,4493.0435,4499.9998,5389.9998
2021-08-26 00:35:32,4493.425,4492.739,4499.9998,5389.9998
2021-08-26 00:35:36,4493.6165,4493.0435,2709.9999,4499.9998
2021-08-26 00:35:54,4493.4325,4492.751,4499.9998,5389.9998
2021-08-26 00:36:01,4493.585,4493.0705,2709.9999,4499.9998
2021-08-26 00:36:38,4493.652,4492.936,2249.9999,2249.9999
2021-08-26 00:36:39,4493.4265,4492.7705000000005,4499.9998,5389.9998
2021-08-26 00:36:57,4493.6165,4493.0405,2709.9999,4499.9998
2021-08-26 00:37:06,4493.4595,4492.7375,4499.9998,5389.9998
2021-08-26 00:37:07,4493.767,4493.039000000001,2249.9999,2249.9999
2021-08-26 00:37:11,4493.630999999999,4492.940500000001,4499.9998,5389.9998
2021-08-26 00:37:13,4493.701500000001,4493.045,2709.9999,4499.9998
2021-08-26 00:37:14,4493.6784,4492.983200000001,9459.9996,13029.999499999998
2021-08-26 00:37:15,4493.525666666667,4492.816666666667,6749.999699999999,7639.999699999999
2021-08-26 00:37:17,4493.574500000001,4493.066000000001,2709.9999,4499.9998
2021-08-26 00:37:25,4493.55875,4492.86825,8999.9996,10779.9996
2021-08-26 00:37:27,4493.582,4493.0405,2709.9999,4499.9998
2021-08-26 00:37:28,4493.4565,4492.773499999999,4499.9998,5389.9998
2021-08-26 00:38:14,4493.255,4492.545,4499.9998,5389.9998
2021-08-26 00:39:01,4492.955,4492.2390000000005,2249.9999,2249.9999
2021-08-26 00:39:07,4492.761,4492.048,2249.9999,3139.9999
2021-08-26 00:39:08,4492.758,4492.099,2249.9999,2249.9999
2021-08-26 00:39:15,4492.856,4492.245000000001,2709.9999,4499.9998
2021-08-26 00:39:21,4492.701,4492.0465,4499.9998,5389.9998
2021-08-26 00:39:22,4492.832,4492.245,2709.9999,4499.9998
2021-08-26 00:39:36,4492.861000000001,4492.1404999999995,4499.9998,5389.9998
2021-08-26 00:39:37,4492.7789999999995,4492.105666666666,4959.9998,6749.999699999999
2021-08-26 00:39:38,4492.752,4492.048000000001,4499.9998,5389.9998
2021-08-26 00:40:14,4492.4595,4491.748,4499.9998,5389.9998
2021-08-26 00:40:15,4492.5635,4491.945,2709.9999,4499.9998
2021-08-26 00:40:16,4492.4235,4491.736,4499.9998,5389.9998
2021-08-26 00:40:19,4492.5275,4491.943499999999,2709.9999,4499.9998
2021-08-26 00:40:20,4492.452,4491.742,4499.9998,5389.9998
2021-08-26 00:40:23,4492.6045,4492.0735,2709.9999,4499.9998
2021-08-26 00:40:25,4492.593333333333,4491.882333333334,6749.999699999999,8529.9997
2021-08-26 00:40:26,4492.467000000001,4491.748,2249.9999,2249.9999
2021-08-26 00:40:28,4492.755,4492.036,2249.9999,2249.9999
2021-08-26 00:40:34,4492.4595,4491.7375,4499.9998,5389.9998
2021-08-26 00:40:40,4492.6005000000005,4491.9025,4499.9998,5389.9998
2021-08-26 00:40:46,4492.4490000000005,4491.745,2249.9999,2249.9999
2021-08-26 00:40:47,4492.526,4491.9405,2709.9999,4499.9998
2021-08-26 00:40:48,4492.4565,4491.751,4499.9998,5389.9998
2021-08-26 00:41:17,4492.5805,4492.0419999999995,2709.9999,4499.9998
2021-08-26 00:41:19,4492.455,4491.7375,4499.9998,5389.9998
2021-08-26 00:41:59,4492.601500000001,4492.039000000001,2709.9999,4499.9998
2021-08-26 00:42:54,4492.861999999999,4492.2405,2709.9999,4499.9998
2021-08-26 00:43:22,4493.106,4492.5465,2709.9999,4499.9998
2021-08-26 00:43:24,4492.9325,4492.2435000000005,4499.9998,5389.9998
2021-08-26 00:43:25,4493.103000000001,4492.5675,2709.9999,4499.9998
2021-08-26 00:43:27,4492.992249999999,4492.2927500000005,8999.9996,9889.9996
2021-08-26 00:43:31,4493.109,4492.599,2709.9999,4499.9998
2021-08-26 00:43:32,4492.946,4492.2390000000005,2249.9999,2249.9999
2021-08-26 00:43:35,4493.0335,4492.4705,2709.9999,4499.9998
2021-08-26 00:43:36,4493.1985,4492.575000000001,2709.9999,4499.9998
2021-08-26 00:44:02,4492.9565,4492.242,4499.9998,5389.9998
2021-08-26 00:44:29,4493.1134999999995,4492.5435,2709.9999,4499.9998
2021-08-26 00:44:30,4492.9295,4492.2435000000005,4499.9998,5389.9998
2021-08-26 00:44:32,4493.103000000001,4492.5675,2709.9999,4499.9998
2021-08-26 00:44:33,4492.9565,4492.248,4499.9998,5389.9998
2021-08-26 00:44:40,4493.1075,4492.5345,2709.9999,4499.9998
2021-08-26 00:45:03,4493.1295,4492.472,4499.9998,5389.9998
2021-08-26 00:45:07,4493.053,4492.344,6749.999699999999,7639.999699999999
2021-08-26 00:45:09,4493.109,4492.539000000001,2709.9999,4499.9998
2021-08-26 00:45:35,4492.9505,4492.2345000000005,4499.9998,5389.9998
2021-08-26 00:45:47,4493.0985,4492.566000000001,2709.9999,4499.9998
2021-08-26 00:46:00,4493.3575,4492.7345000000005,2709.9999,4499.9998
2021-08-26 00:46:03,4493.302333333333,4492.690333333333,4959.9998,6749.999699999999
2021-08-26 00:46:04,4493.261,4492.5435,4499.9998,5389.9998
2021-08-26 00:46:05,4493.446,4492.754,2249.9999,2249.9999
2021-08-26 00:46:12,4493.255,4492.539000000001,2249.9999,2249.9999
2021-08-26 00:46:24,4492.955,4492.248,4499.9998,5389.9998
2021-08-26 00:46:38,4492.764,4492.039000000001,4499.9998,5389.9998
2021-08-26 00:46:44,4492.455,4491.733,2249.9999,2249.9999
2021-08-26 00:47:08,4492.746,4492.048,2249.9999,2249.9999
2021-08-26 00:47:13,4492.452,4491.733,4499.9998,5389.9998
2021-08-26 00:47:14,4492.52,4491.895,7209.999699999999,9889.9996
2021-08-26 00:47:15,4492.63325,4491.989750000001,5419.9998,8999.9996
2021-08-26 00:47:41,4492.859,4492.272,2709.9999,4499.9998
2021-08-26 00:47:59,4492.7564999999995,4492.0495,4499.9998,5389.9998
2021-08-26 00:48:11,4492.457666666667,4491.806666666667,4959.9998,7639.999699999999
2021-08-26 00:48:12,4492.5458,4491.9116,9459.9996,12139.999499999998
2021-08-26 00:48:13,4492.6535,4491.9465,4499.9998,5389.9998
2021-08-26 00:48:14,4492.7105,4492.045,2709.9999,4499.9998
2021-08-26 00:48:38,4492.862,4492.242,2709.9999,4499.9998
2021-08-26 00:49:00,4493.13275,4492.49725,7209.999699999999,9889.9996
2021-08-26 00:49:01,4493.2075,4492.554,2709.9999,4499.9998
2021-08-26 00:49:04,4492.9325,4492.2765,4499.9998,5389.9998
2021-08-26 00:49:09,4492.753500000001,4492.042,4499.9998,5389.9998
2021-08-26 00:49:11,4492.856,4492.248,2709.9999,4499.9998
2021-08-26 00:49:17,4492.761,4492.051,4499.9998,5389.9998
2021-08-26 00:49:21,4492.785,4492.1990000000005,2709.9999,4499.9998
2021-08-26 00:49:22,4492.726500000001,4492.0375,4499.9998,5389.9998
2021-08-26 00:49:24,4492.785,4492.10775,7209.999699999999,9889.9996
2021-08-26 00:49:29,4492.8545,4492.2375,2709.9999,4499.9998
